id,donor_id,seq_type,bam
plate10_wellD5_rna_run50227,PD63118,rna,plate10_wellD5_rna_run50227.bam
plate10_wellD6_dna_run50382,PD63118,dna,plate10_wellD6_dna_run50382.bam
plate10_wellD6_dnahyb_run50227,PD63118,dnahyb,plate10_wellD6_dnahyb_run50227.bam
plate10_wellD6_rna_run50227,PD63118,rna,plate10_wellD6_rna_run50227.bam
plate10_wellD7_dna_run50382,PD63118,dna,plate10_wellD7_dna_run50382.bam
plate10_wellD7_dnahyb_run50227,PD63118,dnahyb,plate10_wellD7_dnahyb_run50227.bam
plate10_wellD7_rna_run50227,PD63118,rna,plate10_wellD7_rna_run50227.bam
plate10_wellD9_dna_run50382,PD63118,dna,plate10_wellD9_dna_run50382.bam
plate10_wellD9_dnahyb_run50227,PD63118,dnahyb,plate10_wellD9_dnahyb_run50227.bam
plate10_wellD9_rna_run50227,PD63118,rna,plate10_wellD9_rna_run50227.bam
plate10_wellE10_dna_run50382,PD63118,dna,plate10_wellE10_dna_run50382.bam
plate10_wellE10_dnahyb_run50227,PD63118,dnahyb,plate10_wellE10_dnahyb_run50227.bam
plate10_wellE10_rna_run50227,PD63118,rna,plate10_wellE10_rna_run50227.bam
plate10_wellE12_dnahyb_run50227,PD63118,dnahyb,plate10_wellE12_dnahyb_run50227.bam
plate10_wellE12_rna_run50227,PD63118,rna,plate10_wellE12_rna_run50227.bam
plate10_wellE2_dnahyb_run50227,PD63118,dnahyb,plate10_wellE2_dnahyb_run50227.bam
plate10_wellE2_rna_run50227,PD63118,rna,plate10_wellE2_rna_run50227.bam
plate10_wellE4_dna_run50382,PD63118,dna,plate10_wellE4_dna_run50382.bam
plate10_wellE4_dnahyb_run50227,PD63118,dnahyb,plate10_wellE4_dnahyb_run50227.bam
plate10_wellE4_rna_run50227,PD63118,rna,plate10_wellE4_rna_run50227.bam
plate10_wellE5_dnahyb_run50227,PD63118,dnahyb,plate10_wellE5_dnahyb_run50227.bam
plate10_wellE5_rna_run50227,PD63118,rna,plate10_wellE5_rna_run50227.bam
plate10_wellE6_dna_run50382,PD63118,dna,plate10_wellE6_dna_run50382.bam
plate10_wellE6_dnahyb_run50227,PD63118,dnahyb,plate10_wellE6_dnahyb_run50227.bam
plate10_wellE6_rna_run50227,PD63118,rna,plate10_wellE6_rna_run50227.bam
plate10_wellE7_dna_run50382,PD63118,dna,plate10_wellE7_dna_run50382.bam
plate10_wellE7_dnahyb_run50227,PD63118,dnahyb,plate10_wellE7_dnahyb_run50227.bam
plate10_wellE7_rna_run50227,PD63118,rna,plate10_wellE7_rna_run50227.bam
plate10_wellE8_dna_run50382,PD63118,dna,plate10_wellE8_dna_run50382.bam
plate10_wellE8_dnahyb_run50227,PD63118,dnahyb,plate10_wellE8_dnahyb_run50227.bam
plate10_wellE8_rna_run50227,PD63118,rna,plate10_wellE8_rna_run50227.bam
plate10_wellF10_dnahyb_run50227,PD63118,dnahyb,plate10_wellF10_dnahyb_run50227.bam
plate10_wellF10_rna_run50227,PD63118,rna,plate10_wellF10_rna_run50227.bam
plate10_wellF11_dnahyb_run50227,PD63118,dnahyb,plate10_wellF11_dnahyb_run50227.bam
plate10_wellF11_rna_run50227,PD63118,rna,plate10_wellF11_rna_run50227.bam
plate10_wellF12_dna_run50382,PD63118,dna,plate10_wellF12_dna_run50382.bam
plate10_wellF12_dnahyb_run50227,PD63118,dnahyb,plate10_wellF12_dnahyb_run50227.bam
plate10_wellF12_rna_run50227,PD63118,rna,plate10_wellF12_rna_run50227.bam
plate10_wellF2_dna_run50382,PD63118,dna,plate10_wellF2_dna_run50382.bam
plate10_wellF2_dnahyb_run50227,PD63118,dnahyb,plate10_wellF2_dnahyb_run50227.bam
plate10_wellF2_rna_run50227,PD63118,rna,plate10_wellF2_rna_run50227.bam
plate10_wellF3_dna_run50382,PD63118,dna,plate10_wellF3_dna_run50382.bam
plate10_wellF3_dnahyb_run50227,PD63118,dnahyb,plate10_wellF3_dnahyb_run50227.bam
plate10_wellF3_rna_run50227,PD63118,rna,plate10_wellF3_rna_run50227.bam
plate10_wellF4_dnahyb_run50227,PD63118,dnahyb,plate10_wellF4_dnahyb_run50227.bam
plate10_wellF4_rna_run50227,PD63118,rna,plate10_wellF4_rna_run50227.bam
plate10_wellF5_dna_run50382,PD63118,dna,plate10_wellF5_dna_run50382.bam
plate10_wellF5_dnahyb_run50227,PD63118,dnahyb,plate10_wellF5_dnahyb_run50227.bam
plate10_wellF5_rna_run50227,PD63118,rna,plate10_wellF5_rna_run50227.bam
plate10_wellF6_dna_run50382,PD63118,dna,plate10_wellF6_dna_run50382.bam
plate10_wellF6_dnahyb_run50227,PD63118,dnahyb,plate10_wellF6_dnahyb_run50227.bam
plate10_wellF6_rna_run50227,PD63118,rna,plate10_wellF6_rna_run50227.bam
plate10_wellF7_dna_run50382,PD63118,dna,plate10_wellF7_dna_run50382.bam
plate10_wellF7_dnahyb_run50227,PD63118,dnahyb,plate10_wellF7_dnahyb_run50227.bam
plate10_wellF7_rna_run50227,PD63118,rna,plate10_wellF7_rna_run50227.bam
plate10_wellF8_dna_run50382,PD63118,dna,plate10_wellF8_dna_run50382.bam
plate10_wellF8_dnahyb_run50227,PD63118,dnahyb,plate10_wellF8_dnahyb_run50227.bam
plate10_wellF8_rna_run50227,PD63118,rna,plate10_wellF8_rna_run50227.bam
plate10_wellF9_dna_run50382,PD63118,dna,plate10_wellF9_dna_run50382.bam
plate10_wellF9_dnahyb_run50227,PD63118,dnahyb,plate10_wellF9_dnahyb_run50227.bam
plate10_wellF9_rna_run50227,PD63118,rna,plate10_wellF9_rna_run50227.bam
plate10_wellG10_dna_run50382,PD63118,dna,plate10_wellG10_dna_run50382.bam
plate10_wellG10_dnahyb_run50227,PD63118,dnahyb,plate10_wellG10_dnahyb_run50227.bam
plate10_wellG10_rna_run50227,PD63118,rna,plate10_wellG10_rna_run50227.bam
plate10_wellG11_dnahyb_run50227,PD63118,dnahyb,plate10_wellG11_dnahyb_run50227.bam
plate10_wellG11_rna_run50227,PD63118,rna,plate10_wellG11_rna_run50227.bam
plate10_wellG12_dna_run50382,PD63118,dna,plate10_wellG12_dna_run50382.bam
plate10_wellG12_dnahyb_run50227,PD63118,dnahyb,plate10_wellG12_dnahyb_run50227.bam
plate10_wellG12_rna_run50227,PD63118,rna,plate10_wellG12_rna_run50227.bam
plate10_wellG2_dna_run50382,PD63118,dna,plate10_wellG2_dna_run50382.bam
plate10_wellG2_dnahyb_run50227,PD63118,dnahyb,plate10_wellG2_dnahyb_run50227.bam
plate10_wellG2_rna_run50227,PD63118,rna,plate10_wellG2_rna_run50227.bam
plate10_wellG3_dna_run50382,PD63118,dna,plate10_wellG3_dna_run50382.bam
plate10_wellG3_dnahyb_run50227,PD63118,dnahyb,plate10_wellG3_dnahyb_run50227.bam
plate10_wellG3_rna_run50227,PD63118,rna,plate10_wellG3_rna_run50227.bam
plate10_wellG4_dna_run50382,PD63118,dna,plate10_wellG4_dna_run50382.bam
plate10_wellG4_dnahyb_run50227,PD63118,dnahyb,plate10_wellG4_dnahyb_run50227.bam
plate10_wellG4_rna_run50227,PD63118,rna,plate10_wellG4_rna_run50227.bam
plate10_wellG5_dnahyb_run50227,PD63118,dnahyb,plate10_wellG5_dnahyb_run50227.bam
plate10_wellG5_rna_run50227,PD63118,rna,plate10_wellG5_rna_run50227.bam
plate10_wellG8_dnahyb_run50227,PD63118,dnahyb,plate10_wellG8_dnahyb_run50227.bam
plate10_wellG8_rna_run50227,PD63118,rna,plate10_wellG8_rna_run50227.bam
plate10_wellG9_dna_run50382,PD63118,dna,plate10_wellG9_dna_run50382.bam
plate10_wellG9_dnahyb_run50227,PD63118,dnahyb,plate10_wellG9_dnahyb_run50227.bam
plate10_wellG9_rna_run50227,PD63118,rna,plate10_wellG9_rna_run50227.bam
plate10_wellH10_dna_run50382,PD63118,dna,plate10_wellH10_dna_run50382.bam
plate10_wellH10_dnahyb_run50227,PD63118,dnahyb,plate10_wellH10_dnahyb_run50227.bam
plate10_wellH10_rna_run50227,PD63118,rna,plate10_wellH10_rna_run50227.bam
plate10_wellH11_dna_run50382,PD63118,dna,plate10_wellH11_dna_run50382.bam
plate10_wellH11_dnahyb_run50227,PD63118,dnahyb,plate10_wellH11_dnahyb_run50227.bam
plate10_wellH11_rna_run50227,PD63118,rna,plate10_wellH11_rna_run50227.bam
plate10_wellH12_dna_run50382,PD63118,dna,plate10_wellH12_dna_run50382.bam
plate10_wellH12_dnahyb_run50227,PD63118,dnahyb,plate10_wellH12_dnahyb_run50227.bam
plate10_wellH12_rna_run50227,PD63118,rna,plate10_wellH12_rna_run50227.bam
plate10_wellH3_dna_run50382,PD63118,dna,plate10_wellH3_dna_run50382.bam
plate10_wellH3_dnahyb_run50227,PD63118,dnahyb,plate10_wellH3_dnahyb_run50227.bam
plate10_wellH3_rna_run50227,PD63118,rna,plate10_wellH3_rna_run50227.bam
plate10_wellH4_dna_run50382,PD63118,dna,plate10_wellH4_dna_run50382.bam
plate10_wellH4_dnahyb_run50227,PD63118,dnahyb,plate10_wellH4_dnahyb_run50227.bam
plate10_wellH4_rna_run50227,PD63118,rna,plate10_wellH4_rna_run50227.bam
plate10_wellH5_dna_run50382,PD63118,dna,plate10_wellH5_dna_run50382.bam
plate10_wellH5_dnahyb_run50227,PD63118,dnahyb,plate10_wellH5_dnahyb_run50227.bam
plate10_wellH5_rna_run50227,PD63118,rna,plate10_wellH5_rna_run50227.bam
plate10_wellH7_dna_run50382,PD63118,dna,plate10_wellH7_dna_run50382.bam
plate10_wellH7_dnahyb_run50227,PD63118,dnahyb,plate10_wellH7_dnahyb_run50227.bam
plate10_wellH7_rna_run50227,PD63118,rna,plate10_wellH7_rna_run50227.bam
plate10_wellH8_dnahyb_run50227,PD63118,dnahyb,plate10_wellH8_dnahyb_run50227.bam
plate10_wellH8_rna_run50227,PD63118,rna,plate10_wellH8_rna_run50227.bam
plate11_wellA11_dnahyb_run50367,PD66718,dnahyb,plate11_wellA11_dnahyb_run50367.bam
plate11_wellA2_dnahyb_run50367,PD66718,dnahyb,plate11_wellA2_dnahyb_run50367.bam
plate11_wellA3_dnahyb_run50367,PD66718,dnahyb,plate11_wellA3_dnahyb_run50367.bam
plate11_wellA6_dnahyb_run50367,PD66718,dnahyb,plate11_wellA6_dnahyb_run50367.bam
plate11_wellA7_dnahyb_run50367,PD66718,dnahyb,plate11_wellA7_dnahyb_run50367.bam
plate11_wellA8_dnahyb_run50367,PD66718,dnahyb,plate11_wellA8_dnahyb_run50367.bam
plate11_wellB11_dnahyb_run50367,PD66718,dnahyb,plate11_wellB11_dnahyb_run50367.bam
plate11_wellB12_dnahyb_run50367,PD66718,dnahyb,plate11_wellB12_dnahyb_run50367.bam
plate11_wellB4_dnahyb_run50367,PD66718,dnahyb,plate11_wellB4_dnahyb_run50367.bam
plate11_wellB6_dnahyb_run50367,PD66718,dnahyb,plate11_wellB6_dnahyb_run50367.bam
plate11_wellB7_dnahyb_run50367,PD66718,dnahyb,plate11_wellB7_dnahyb_run50367.bam
plate11_wellB8_dnahyb_run50367,PD66718,dnahyb,plate11_wellB8_dnahyb_run50367.bam
plate11_wellB9_dnahyb_run50367,PD66718,dnahyb,plate11_wellB9_dnahyb_run50367.bam
plate11_wellC10_dnahyb_run50367,PD66718,dnahyb,plate11_wellC10_dnahyb_run50367.bam
plate11_wellC12_dnahyb_run50367,PD66718,dnahyb,plate11_wellC12_dnahyb_run50367.bam
plate11_wellC2_dnahyb_run50367,PD66718,dnahyb,plate11_wellC2_dnahyb_run50367.bam
plate11_wellC4_dnahyb_run50367,PD66718,dnahyb,plate11_wellC4_dnahyb_run50367.bam
plate11_wellC5_dnahyb_run50367,PD66718,dnahyb,plate11_wellC5_dnahyb_run50367.bam
plate11_wellC6_dnahyb_run50367,PD66718,dnahyb,plate11_wellC6_dnahyb_run50367.bam
plate11_wellC7_dnahyb_run50367,PD66718,dnahyb,plate11_wellC7_dnahyb_run50367.bam
plate11_wellC9_dnahyb_run50367,PD66718,dnahyb,plate11_wellC9_dnahyb_run50367.bam
plate11_wellD10_dnahyb_run50367,PD66718,dnahyb,plate11_wellD10_dnahyb_run50367.bam
plate11_wellD11_dnahyb_run50367,PD66718,dnahyb,plate11_wellD11_dnahyb_run50367.bam
plate11_wellD12_dnahyb_run50367,PD66718,dnahyb,plate11_wellD12_dnahyb_run50367.bam
plate11_wellD2_dnahyb_run50367,PD66718,dnahyb,plate11_wellD2_dnahyb_run50367.bam
plate11_wellD4_dnahyb_run50367,PD66718,dnahyb,plate11_wellD4_dnahyb_run50367.bam
plate11_wellD5_dnahyb_run50367,PD66718,dnahyb,plate11_wellD5_dnahyb_run50367.bam
plate11_wellD6_dnahyb_run50367,PD66718,dnahyb,plate11_wellD6_dnahyb_run50367.bam
plate11_wellD7_dnahyb_run50367,PD66718,dnahyb,plate11_wellD7_dnahyb_run50367.bam
plate11_wellD9_dnahyb_run50367,PD66718,dnahyb,plate11_wellD9_dnahyb_run50367.bam
plate11_wellE10_dnahyb_run50367,PD66718,dnahyb,plate11_wellE10_dnahyb_run50367.bam
plate11_wellE4_dnahyb_run50367,PD66718,dnahyb,plate11_wellE4_dnahyb_run50367.bam
plate11_wellE7_dnahyb_run50367,PD66718,dnahyb,plate11_wellE7_dnahyb_run50367.bam
plate11_wellE8_dnahyb_run50367,PD66718,dnahyb,plate11_wellE8_dnahyb_run50367.bam
plate11_wellF10_dnahyb_run50367,PD66718,dnahyb,plate11_wellF10_dnahyb_run50367.bam
plate11_wellF11_dnahyb_run50367,PD66718,dnahyb,plate11_wellF11_dnahyb_run50367.bam
plate11_wellF12_dnahyb_run50367,PD66718,dnahyb,plate11_wellF12_dnahyb_run50367.bam
plate11_wellF2_dnahyb_run50367,PD66718,dnahyb,plate11_wellF2_dnahyb_run50367.bam
plate11_wellF3_dnahyb_run50367,PD66718,dnahyb,plate11_wellF3_dnahyb_run50367.bam
plate11_wellF6_dnahyb_run50367,PD66718,dnahyb,plate11_wellF6_dnahyb_run50367.bam
plate11_wellF7_dnahyb_run50367,PD66718,dnahyb,plate11_wellF7_dnahyb_run50367.bam
plate11_wellF8_dnahyb_run50367,PD66718,dnahyb,plate11_wellF8_dnahyb_run50367.bam
plate11_wellF9_dnahyb_run50367,PD66718,dnahyb,plate11_wellF9_dnahyb_run50367.bam
plate11_wellG12_dnahyb_run50367,PD66718,dnahyb,plate11_wellG12_dnahyb_run50367.bam
plate11_wellG2_dnahyb_run50367,PD66718,dnahyb,plate11_wellG2_dnahyb_run50367.bam
plate11_wellG4_dnahyb_run50367,PD66718,dnahyb,plate11_wellG4_dnahyb_run50367.bam
plate11_wellG8_dnahyb_run50367,PD66718,dnahyb,plate11_wellG8_dnahyb_run50367.bam
plate11_wellG9_dnahyb_run50367,PD66718,dnahyb,plate11_wellG9_dnahyb_run50367.bam
plate11_wellH10_dnahyb_run50367,PD66718,dnahyb,plate11_wellH10_dnahyb_run50367.bam
plate11_wellH11_dnahyb_run50367,PD66718,dnahyb,plate11_wellH11_dnahyb_run50367.bam
plate11_wellH12_dnahyb_run50367,PD66718,dnahyb,plate11_wellH12_dnahyb_run50367.bam
plate11_wellH4_dnahyb_run50367,PD66718,dnahyb,plate11_wellH4_dnahyb_run50367.bam
plate11_wellH5_dnahyb_run50367,PD66718,dnahyb,plate11_wellH5_dnahyb_run50367.bam
plate11_wellH6_dnahyb_run50367,PD66718,dnahyb,plate11_wellH6_dnahyb_run50367.bam
plate11_wellH7_dnahyb_run50367,PD66718,dnahyb,plate11_wellH7_dnahyb_run50367.bam
plate11_wellH8_dnahyb_run50367,PD66718,dnahyb,plate11_wellH8_dnahyb_run50367.bam
plate11_wellH9_dnahyb_run50367,PD66718,dnahyb,plate11_wellH9_dnahyb_run50367.bam
plate3_wellA12_dna_run49882,PD63118,dna,plate3_wellA12_dna_run49882.bam
plate3_wellA12_dnahyb_run49900,PD63118,dnahyb,plate3_wellA12_dnahyb_run49900.bam
plate3_wellA12_rna_merged,PD63118,rna,plate3_wellA12_rna_merged.bam
plate3_wellA2_dna_run49882,PD63118,dna,plate3_wellA2_dna_run49882.bam
plate3_wellA2_dnahyb_run49900,PD63118,dnahyb,plate3_wellA2_dnahyb_run49900.bam
plate3_wellA2_rna_merged,PD63118,rna,plate3_wellA2_rna_merged.bam
plate3_wellA3_dna_run49882,PD63118,dna,plate3_wellA3_dna_run49882.bam
plate3_wellA3_dnahyb_run49900,PD63118,dnahyb,plate3_wellA3_dnahyb_run49900.bam
plate3_wellA3_rna_merged,PD63118,rna,plate3_wellA3_rna_merged.bam
plate3_wellA4_dna_run49882,PD63118,dna,plate3_wellA4_dna_run49882.bam
plate3_wellA4_dnahyb_run49900,PD63118,dnahyb,plate3_wellA4_dnahyb_run49900.bam
plate3_wellA4_rna_merged,PD63118,rna,plate3_wellA4_rna_merged.bam
plate3_wellA5_dna_run49882,PD63118,dna,plate3_wellA5_dna_run49882.bam
plate3_wellA5_dnahyb_run49900,PD63118,dnahyb,plate3_wellA5_dnahyb_run49900.bam
plate3_wellA5_rna_merged,PD63118,rna,plate3_wellA5_rna_merged.bam
plate3_wellA7_dna_run49882,PD63118,dna,plate3_wellA7_dna_run49882.bam
plate3_wellA7_dnahyb_run49900,PD63118,dnahyb,plate3_wellA7_dnahyb_run49900.bam
plate3_wellA7_rna_merged,PD63118,rna,plate3_wellA7_rna_merged.bam
plate3_wellA9_dna_run49882,PD63118,dna,plate3_wellA9_dna_run49882.bam
plate3_wellA9_dnahyb_run49900,PD63118,dnahyb,plate3_wellA9_dnahyb_run49900.bam
plate3_wellA9_rna_merged,PD63118,rna,plate3_wellA9_rna_merged.bam
plate3_wellB10_dna_run49882,PD63118,dna,plate3_wellB10_dna_run49882.bam
plate3_wellB10_dnahyb_run49900,PD63118,dnahyb,plate3_wellB10_dnahyb_run49900.bam
plate3_wellB10_rna_merged,PD63118,rna,plate3_wellB10_rna_merged.bam
plate3_wellB12_dna_run49882,PD63118,dna,plate3_wellB12_dna_run49882.bam
plate3_wellB12_dnahyb_run49900,PD63118,dnahyb,plate3_wellB12_dnahyb_run49900.bam
plate3_wellB12_rna_merged,PD63118,rna,plate3_wellB12_rna_merged.bam
plate3_wellB2_dna_run49882,PD63118,dna,plate3_wellB2_dna_run49882.bam
plate3_wellB2_dnahyb_run49900,PD63118,dnahyb,plate3_wellB2_dnahyb_run49900.bam
plate3_wellB2_rna_merged,PD63118,rna,plate3_wellB2_rna_merged.bam
plate3_wellB3_dna_run49882,PD63118,dna,plate3_wellB3_dna_run49882.bam
plate3_wellB3_dnahyb_run49900,PD63118,dnahyb,plate3_wellB3_dnahyb_run49900.bam
plate3_wellB3_rna_merged,PD63118,rna,plate3_wellB3_rna_merged.bam
plate3_wellB4_dna_run49882,PD63118,dna,plate3_wellB4_dna_run49882.bam
plate3_wellB4_dnahyb_run49900,PD63118,dnahyb,plate3_wellB4_dnahyb_run49900.bam
plate3_wellB4_rna_merged,PD63118,rna,plate3_wellB4_rna_merged.bam
plate3_wellC10_dna_run49882,PD63118,dna,plate3_wellC10_dna_run49882.bam
plate3_wellC10_dnahyb_run49900,PD63118,dnahyb,plate3_wellC10_dnahyb_run49900.bam
plate3_wellC10_rna_merged,PD63118,rna,plate3_wellC10_rna_merged.bam
plate3_wellC11_dna_run49882,PD63118,dna,plate3_wellC11_dna_run49882.bam
plate3_wellC11_dnahyb_run49900,PD63118,dnahyb,plate3_wellC11_dnahyb_run49900.bam
plate3_wellC11_rna_merged,PD63118,rna,plate3_wellC11_rna_merged.bam
plate3_wellC12_dna_run49882,PD63118,dna,plate3_wellC12_dna_run49882.bam
plate3_wellC12_dnahyb_run49900,PD63118,dnahyb,plate3_wellC12_dnahyb_run49900.bam
plate3_wellC12_rna_merged,PD63118,rna,plate3_wellC12_rna_merged.bam
plate3_wellC5_dna_run49882,PD63118,dna,plate3_wellC5_dna_run49882.bam
plate3_wellC5_dnahyb_run49900,PD63118,dnahyb,plate3_wellC5_dnahyb_run49900.bam
plate3_wellC5_rna_merged,PD63118,rna,plate3_wellC5_rna_merged.bam
plate3_wellC8_dna_run49882,PD63118,dna,plate3_wellC8_dna_run49882.bam
plate3_wellC8_dnahyb_run49900,PD63118,dnahyb,plate3_wellC8_dnahyb_run49900.bam
plate3_wellC8_rna_merged,PD63118,rna,plate3_wellC8_rna_merged.bam
plate3_wellD11_dna_run49882,PD63118,dna,plate3_wellD11_dna_run49882.bam
plate3_wellD11_dnahyb_run49900,PD63118,dnahyb,plate3_wellD11_dnahyb_run49900.bam
plate3_wellD11_rna_merged,PD63118,rna,plate3_wellD11_rna_merged.bam
plate3_wellD12_dna_run49882,PD63118,dna,plate3_wellD12_dna_run49882.bam
plate3_wellD12_dnahyb_run49900,PD63118,dnahyb,plate3_wellD12_dnahyb_run49900.bam
plate3_wellD12_rna_merged,PD63118,rna,plate3_wellD12_rna_merged.bam
plate3_wellD2_dna_run49882,PD63118,dna,plate3_wellD2_dna_run49882.bam
plate3_wellD2_dnahyb_run49900,PD63118,dnahyb,plate3_wellD2_dnahyb_run49900.bam
plate3_wellD2_rna_merged,PD63118,rna,plate3_wellD2_rna_merged.bam
plate3_wellD4_dna_run49882,PD63118,dna,plate3_wellD4_dna_run49882.bam
plate3_wellD4_dnahyb_run49900,PD63118,dnahyb,plate3_wellD4_dnahyb_run49900.bam
plate3_wellD4_rna_merged,PD63118,rna,plate3_wellD4_rna_merged.bam
plate3_wellD7_dna_run49882,PD63118,dna,plate3_wellD7_dna_run49882.bam
plate3_wellD7_dnahyb_run49900,PD63118,dnahyb,plate3_wellD7_dnahyb_run49900.bam
plate3_wellD7_rna_merged,PD63118,rna,plate3_wellD7_rna_merged.bam
plate3_wellD9_dna_run49882,PD63118,dna,plate3_wellD9_dna_run49882.bam
plate3_wellD9_dnahyb_run49900,PD63118,dnahyb,plate3_wellD9_dnahyb_run49900.bam
plate3_wellD9_rna_merged,PD63118,rna,plate3_wellD9_rna_merged.bam
plate3_wellE10_dna_run49882,PD63118,dna,plate3_wellE10_dna_run49882.bam
plate3_wellE10_dnahyb_run49900,PD63118,dnahyb,plate3_wellE10_dnahyb_run49900.bam
plate3_wellE10_rna_merged,PD63118,rna,plate3_wellE10_rna_merged.bam
plate3_wellE11_dna_run49882,PD63118,dna,plate3_wellE11_dna_run49882.bam
plate3_wellE11_dnahyb_run49900,PD63118,dnahyb,plate3_wellE11_dnahyb_run49900.bam
plate3_wellE11_rna_merged,PD63118,rna,plate3_wellE11_rna_merged.bam
plate3_wellE7_dna_run49882,PD63118,dna,plate3_wellE7_dna_run49882.bam
plate3_wellE7_dnahyb_run49900,PD63118,dnahyb,plate3_wellE7_dnahyb_run49900.bam
plate3_wellE7_rna_merged,PD63118,rna,plate3_wellE7_rna_merged.bam
plate3_wellE9_dna_run49882,PD63118,dna,plate3_wellE9_dna_run49882.bam
plate3_wellE9_dnahyb_run49900,PD63118,dnahyb,plate3_wellE9_dnahyb_run49900.bam
plate3_wellE9_rna_merged,PD63118,rna,plate3_wellE9_rna_merged.bam
plate3_wellF11_dna_run49882,PD63118,dna,plate3_wellF11_dna_run49882.bam
plate3_wellF11_dnahyb_run49900,PD63118,dnahyb,plate3_wellF11_dnahyb_run49900.bam
plate3_wellF11_rna_merged,PD63118,rna,plate3_wellF11_rna_merged.bam
plate3_wellF12_dna_run49882,PD63118,dna,plate3_wellF12_dna_run49882.bam
plate3_wellF12_dnahyb_run49900,PD63118,dnahyb,plate3_wellF12_dnahyb_run49900.bam
plate3_wellF12_rna_merged,PD63118,rna,plate3_wellF12_rna_merged.bam
plate3_wellF2_dna_run49882,PD63118,dna,plate3_wellF2_dna_run49882.bam
plate3_wellF2_dnahyb_run49900,PD63118,dnahyb,plate3_wellF2_dnahyb_run49900.bam
plate3_wellF2_rna_merged,PD63118,rna,plate3_wellF2_rna_merged.bam
plate3_wellF3_dna_run49882,PD63118,dna,plate3_wellF3_dna_run49882.bam
plate3_wellF3_dnahyb_run49900,PD63118,dnahyb,plate3_wellF3_dnahyb_run49900.bam
plate3_wellF3_rna_merged,PD63118,rna,plate3_wellF3_rna_merged.bam
plate3_wellF6_dna_run49882,PD63118,dna,plate3_wellF6_dna_run49882.bam
plate3_wellF6_dnahyb_run49900,PD63118,dnahyb,plate3_wellF6_dnahyb_run49900.bam
plate3_wellF6_rna_merged,PD63118,rna,plate3_wellF6_rna_merged.bam
plate3_wellF7_dna_run49882,PD63118,dna,plate3_wellF7_dna_run49882.bam
plate3_wellF7_dnahyb_run49900,PD63118,dnahyb,plate3_wellF7_dnahyb_run49900.bam
plate3_wellF7_rna_merged,PD63118,rna,plate3_wellF7_rna_merged.bam
plate3_wellF8_dna_run49882,PD63118,dna,plate3_wellF8_dna_run49882.bam
plate3_wellF8_dnahyb_run49900,PD63118,dnahyb,plate3_wellF8_dnahyb_run49900.bam
plate3_wellF8_rna_merged,PD63118,rna,plate3_wellF8_rna_merged.bam
plate3_wellH2_dna_run49882,PD63118,dna,plate3_wellH2_dna_run49882.bam
plate3_wellH2_dnahyb_run49900,PD63118,dnahyb,plate3_wellH2_dnahyb_run49900.bam
plate3_wellH2_rna_merged,PD63118,rna,plate3_wellH2_rna_merged.bam
plate3_wellH5_dna_run49882,PD63118,dna,plate3_wellH5_dna_run49882.bam
plate3_wellH5_dnahyb_run49900,PD63118,dnahyb,plate3_wellH5_dnahyb_run49900.bam
plate3_wellH5_rna_merged,PD63118,rna,plate3_wellH5_rna_merged.bam
plate3_wellH6_dna_run49882,PD63118,dna,plate3_wellH6_dna_run49882.bam
plate3_wellH6_dnahyb_run49900,PD63118,dnahyb,plate3_wellH6_dnahyb_run49900.bam
plate3_wellH6_rna_merged,PD63118,rna,plate3_wellH6_rna_merged.bam
